Value 1,Value 2,Value 3,Value 4,Value 5,Value 6,Value 7,Value 8,Value 9,Value 10
1,36,1,484,127,1,0,1,90,0
1,1,4,128,195,1,5,2,76,7
2,56,7,917,191,2,3,1,13,8
2,9,1,796,122,2,3,2,105,3
1,24,1,489,41,1,2,2,97,8
2,78,3,923,127,2,2,2,67,7
1,100,9,93,46,1,0,1,61,1
2,56,3,157,184,2,5,2,55,8
1,8,3,565,69,2,3,2,73,7
2,19,7,384,100,2,0,2,59,0
1,11,0,900,150,2,0,1,18,1
1,38,6,831,54,1,2,1,69,3
1,79,2,264,118,2,3,1,76,2
1,77,0,552,5,2,0,1,95,5
1,70,1,31,165,2,3,1,19,10
2,93,8,282,28,1,0,2,64,6
2,80,9,809,137,1,3,2,22,9
1,43,3,657,141,1,0,1,96,0
2,46,8,809,137,1,0,1,89,6
1,11,9,813,29,1,1,1,75,0
2,1,0,974,169,2,3,1,76,6
1,28,6,257,81,2,4,2,39,0
1,25,4,111,181,2,3,2,91,10
1,15,9,1000,30,2,2,1,61,6
1,41,1,989,49,2,4,2,66,7
2,25,6,441,10,1,2,1,50,0
2,22,7,614,146,2,0,1,66,1
2,95,7,701,31,2,3,1,92,7
1,14,2,945,169,1,2,2,62,1
2,90,6,507,137,2,4,2,56,10
2,73,5,114,119,2,4,2,13,7
2,51,4,710,14,1,1,1,66,9
1,78,6,295,75,2,0,2,54,1
1,67,2,192,128,1,3,1,55,5
2,34,4,856,145,1,1,2,4,7
1,79,7,629,32,1,5,1,19,3
1,94,8,824,72,1,1,1,85,10
2,39,6,704,151,1,4,2,30,1
2,48,3,590,26,2,3,2,40,5
1,8,9,315,116,1,4,1,50,4
2,29,5,454,140,2,2,1,78,6
1,23,5,125,41,1,1,2,66,7
1,46,9,921,111,1,2,1,42,7
2,48,6,656,89,1,5,1,102,4
1,88,7,652,139,2,1,2,42,10
1,56,10,171,187,2,3,2,41,6
2,15,9,684,128,1,2,2,85,10
1,82,5,510,69,2,3,1,46,5
2,34,8,32,60,1,4,2,98,5
2,57,0,209,107,2,3,1,97,8
1,28,8,577,3,1,4,2,65,10
1,71,3,875,12,1,3,1,88,6
1,31,7,619,162,1,1,1,11,0
2,69,3,669,9,1,4,1,0,0
1,58,0,484,113,2,3,1,86,4
1,39,1,208,34,2,3,2,93,1
1,45,4,195,141,1,4,1,25,6
2,53,10,28,81,1,0,2,27,7
1,70,1,829,102,2,4,1,28,8
2,0,5,80,69,2,0,2,89,7
2,61,2,207,162,1,1,2,80,8
1,49,10,139,87,2,2,2,63,9
1,40,7,41,79,2,2,1,32,1
1,53,8,649,98,2,1,1,91,6
2,32,7,929,155,2,0,1,20,0
2,31,6,243,56,2,2,2,87,8
1,26,3,798,24,1,4,1,48,5
2,79,5,671,107,2,4,1,15,7
2,42,1,798,69,1,3,2,52,0
2,24,7,485,51,2,5,1,97,3
2,51,6,797,199,1,4,1,89,3
1,39,5,332,75,2,0,2,36,0
1,65,10,499,11,2,5,2,86,10
2,14,0,592,183,1,1,1,75,2
2,36,1,661,42,2,3,2,104,0
1,82,7,291,169,2,3,1,23,4
1,83,0,340,157,1,2,2,14,9
1,3,2,544,37,2,5,1,1,1
1,73,0,532,150,1,0,2,49,5
1,1,3,482,118,1,0,1,54,10
1,12,10,224,168,2,3,1,72,6
1,16,9,843,23,1,1,2,17,4
2,9,10,847,94,1,2,1,98,5
1,30,0,821,48,1,4,1,96,2
1,86,0,716,72,1,1,2,5,4
1,1,7,460,182,2,0,1,12,5
2,14,6,23,77,1,4,1,23,4
1,71,1,668,143,2,4,1,81,8
1,76,4,634,2,1,0,1,100,6
2,70,4,470,146,1,0,1,17,1
1,87,5,808,32,1,3,2,42,3
2,87,9,189,192,2,3,2,52,4
2,26,10,781,196,2,2,1,99,1
1,44,8,552,8,2,3,2,10,5
1,63,2,448,39,2,2,2,40,3
2,93,2,88,99,1,3,2,6,9
1,19,9,996,2,2,4,2,45,2
1,13,1,803,117,1,2,1,84,8
1,9,1,820,140,2,3,2,50,4
2,13,2,683,35,2,1,2,2,4
2,3,1,737,180,1,1,1,49,1
1,29,0,195,194,2,0,1,55,7
1,52,7,366,53,1,1,1,76,9
2,79,1,727,157,2,5,1,19,10
2,51,0,73,167,2,0,1,24,3
1,69,0,918,99,1,5,1,14,7
1,2,10,423,191,1,1,1,42,1
2,41,2,203,45,1,3,2,54,7
1,33,10,148,146,2,0,2,59,7
2,11,5,222,127,2,4,2,84,4
1,68,1,790,106,1,5,1,79,6
2,34,0,44,7,2,0,2,96,7
1,8,3,323,195,1,1,2,8,9
2,27,10,84,67,2,1,2,10,3
1,84,4,688,170,2,4,2,48,3
2,69,4,908,112,2,5,1,48,6
1,29,7,711,51,1,1,2,83,10
2,64,9,981,199,2,2,2,18,7
2,64,4,216,145,2,5,2,2,7
1,38,4,790,180,2,4,1,70,3
2,25,3,373,152,1,5,2,92,1
1,71,0,173,197,1,4,2,20,2
1,20,4,332,178,1,3,1,13,0
2,63,0,592,187,2,3,1,100,9
1,20,2,344,182,2,4,2,29,9
2,95,7,748,164,1,3,1,14,1
2,44,9,419,18,2,5,1,72,6
1,33,0,439,68,1,3,1,101,3
1,9,1,189,85,2,0,1,49,8
1,56,3,725,28,1,4,1,27,10
1,80,4,887,144,2,4,2,50,6
1,42,6,130,138,2,0,1,99,4
2,56,8,452,147,2,3,1,31,5
2,38,8,625,66,1,2,1,39,1
1,15,2,724,176,1,4,2,20,9
1,89,6,505,28,2,1,1,18,10
1,41,4,277,22,1,2,2,102,6
1,98,5,745,79,1,3,1,35,2
1,16,10,992,182,2,0,2,33,2
2,51,2,954,65,1,5,1,17,1
2,16,3,201,59,1,2,1,83,7
2,32,7,643,0,1,2,1,68,5
2,12,5,3,112,2,1,1,77,9
1,72,4,171,155,2,4,2,17,9
1,87,9,319,81,2,4,2,104,5
1,49,6,818,7,1,3,2,34,1
2,87,7,498,145,2,0,1,101,8
2,6,4,271,198,2,1,2,73,5
2,57,6,254,102,2,0,2,27,1
1,10,8,201,148,1,4,1,19,4
1,45,6,231,87,1,4,1,62,2
2,65,8,149,96,2,5,1,60,2
1,1,9,29,168,2,4,2,59,4
2,81,1,523,134,2,1,1,56,6
1,33,3,872,137,2,4,2,1,3
1,91,8,219,84,2,2,1,19,1
2,48,7,858,82,1,4,2,70,5
2,58,1,218,6,1,1,1,0,10
2,74,10,770,108,1,3,1,14,2
2,58,0,655,185,1,3,1,25,0
1,10,3,706,35,1,0,1,60,3
2,34,7,995,124,1,5,2,89,3
2,9,9,571,36,1,4,1,20,9
2,24,1,285,3,2,5,1,34,5
1,26,7,303,20,2,5,1,75,6
2,3,2,176,172,1,4,1,22,6
1,22,7,10,147,1,2,2,93,2
2,69,2,936,115,1,1,1,98,8
1,86,2,336,161,1,5,1,64,6
1,52,2,547,0,2,1,2,85,4
2,55,3,786,53,2,1,1,75,6
1,79,0,148,32,1,0,1,17,8
2,79,7,991,108,1,2,2,105,5
1,20,5,408,101,2,2,1,96,9
2,69,3,618,40,1,3,1,49,8
1,81,9,848,82,1,5,1,42,2
1,71,4,675,10,2,0,2,33,3
1,81,1,733,7,2,4,1,5,0
2,7,3,32,107,2,0,1,12,3
2,79,5,431,185,1,1,1,79,5
2,98,3,36,160,1,5,1,6,5
2,38,5,990,87,1,1,2,47,0
1,68,10,57,97,2,5,1,57,3
2,71,3,366,132,2,3,2,75,5
1,18,5,258,27,1,5,2,33,0
2,31,9,40,89,1,0,1,99,1
1,44,4,626,4,2,4,1,34,5
2,10,8,727,127,1,1,2,34,1
1,56,2,472,199,2,4,1,80,3
1,21,1,780,45,1,0,1,44,5
2,94,5,384,38,2,3,2,24,7
2,97,7,63,26,1,2,1,35,10
1,80,8,719,95,2,2,1,36,1
1,21,0,612,116,1,3,2,87,3
2,80,7,681,18,2,4,1,14,6
2,51,3,55,16,1,1,2,100,6
2,84,2,432,6,1,4,1,42,9
2,11,10,50,65,2,5,1,24,8
1,27,4,524,48,2,1,2,71,3
1,23,4,685,171,1,0,2,78,7
2,45,7,390,151,2,3,1,3,10
2,10,5,621,193,2,3,2,67,1
1,42,2,986,74,1,1,1,3,0
1,28,8,359,0,2,3,1,64,1
2,12,9,31,25,2,1,2,20,8
1,75,3,229,27,1,2,1,25,3
2,48,1,148,50,1,1,1,52,1
2,75,4,735,87,1,0,1,98,3
2,25,4,728,26,1,1,1,59,4
1,5,0,711,98,1,4,1,58,10
1,19,4,371,90,2,4,1,100,8
2,77,7,514,148,1,4,1,91,2
2,7,2,747,93,2,2,2,45,8
1,42,5,486,128,2,2,2,68,10
2,66,5,445,180,2,0,1,9,6
1,45,7,670,24,1,3,1,57,8
2,64,4,781,99,2,1,1,63,5
2,38,5,870,134,1,4,1,68,2
2,71,3,807,70,1,3,2,69,4
1,100,10,958,75,2,2,2,70,2
1,55,5,521,49,2,3,1,46,2
1,33,8,887,19,1,5,2,17,6
2,5,4,906,40,2,1,2,46,9
2,39,3,209,164,1,5,1,73,2
1,14,3,564,184,1,4,1,27,4
1,56,5,899,113,1,0,1,86,3
2,85,3,350,52,1,2,2,104,0
1,98,6,75,149,2,1,1,71,1
2,89,8,501,85,2,1,2,21,0
2,67,10,740,109,1,2,2,65,3
1,7,9,32,90,2,2,1,46,10
1,50,10,795,75,1,2,2,48,8
2,60,8,754,28,2,1,2,6,8
2,6,3,560,145,1,0,1,6,4
1,63,0,13,160,2,4,2,28,5
1,82,3,807,195,1,0,1,16,3
2,43,1,565,190,2,4,2,13,7
2,56,4,910,164,2,2,1,9,4
1,64,2,718,153,2,1,2,81,0
2,38,7,725,159,2,3,1,50,4
1,69,4,47,174,2,0,1,19,4
1,76,1,42,21,1,4,1,3,10
2,44,7,115,138,2,4,2,77,8
2,29,7,597,132,1,5,1,100,10
2,4,0,594,55,2,4,1,69,8
1,77,9,993,102,2,3,2,16,1
2,23,3,274,81,1,4,1,67,10
1,76,7,142,95,1,4,2,84,8
1,15,8,41,0,2,2,2,3,0
1,82,6,846,173,1,0,1,2,7
2,17,3,729,44,2,3,1,86,5
2,79,4,456,17,1,1,2,103,5
2,71,9,286,141,2,2,1,57,4
1,89,1,67,188,1,2,2,53,0
1,11,3,408,115,2,4,1,74,5
2,27,8,732,165,2,2,1,18,10
1,34,7,520,16,1,0,2,21,2
1,64,10,138,79,2,5,1,31,0
2,55,9,184,117,1,4,1,51,1
2,34,8,823,109,2,2,2,43,6
2,17,0,849,32,1,2,1,46,9
1,98,7,869,105,2,2,2,28,3
2,36,9,493,82,1,1,1,63,8
1,31,3,942,15,2,2,2,55,4
2,26,1,238,126,1,1,2,6,7
1,58,7,227,134,2,3,1,76,4
2,54,9,743,74,1,0,2,66,5
1,3,2,702,182,1,4,1,74,9
1,31,10,908,1,2,4,2,63,4
2,67,4,168,59,1,4,1,18,4
1,68,5,179,11,2,5,2,30,7
2,1,3,24,23,1,5,2,11,2
2,72,5,100,98,2,2,2,95,8
1,0,8,147,157,1,4,1,37,6
1,74,1,102,64,1,0,2,51,8
2,69,4,632,171,2,0,2,98,7
1,70,1,56,146,2,4,2,25,6
2,0,9,795,9,2,4,1,73,3
1,62,8,540,13,1,1,2,3,9
2,8,6,997,186,1,3,1,78,4
2,13,1,418,138,1,2,1,66,9
2,99,9,891,140,2,4,1,83,2
2,60,8,360,27,2,1,1,30,4
2,81,4,875,186,1,0,2,15,7
1,71,4,165,48,1,4,2,79,5
1,62,0,544,34,1,0,1,23,1
2,33,9,41,9,2,5,2,52,7
2,31,3,681,74,1,5,2,86,7
2,13,4,612,173,2,2,1,41,6
1,80,7,593,31,1,0,1,24,6
2,98,5,22,153,1,1,1,41,9
2,15,0,97,81,1,1,2,52,9
1,71,10,140,2,2,3,2,95,4
2,80,8,758,59,2,4,2,95,8
2,46,10,145,66,1,1,2,76,0
2,95,7,487,143,1,4,2,101,4
1,33,6,132,153,1,1,1,62,10
1,23,1,427,113,2,4,2,74,7
1,86,2,86,86,2,2,2,39,3
2,98,1,934,61,1,3,2,85,2
2,50,2,51,151,2,1,2,30,7
2,83,7,905,45,1,0,2,28,9
1,91,10,77,27,1,0,1,87,10
1,9,4,471,90,2,2,2,17,5
1,98,10,45,74,2,3,1,74,6
2,22,3,890,68,2,5,2,86,0
1,15,1,287,50,1,3,2,90,10
2,2,8,57,70,1,0,2,60,2
1,27,5,438,96,1,4,2,93,1
1,26,1,718,62,1,5,1,23,7
2,79,3,888,195,1,1,2,72,3
1,82,1,676,47,1,0,1,70,6
1,52,10,465,67,2,4,1,36,10
1,11,3,57,100,2,5,1,35,0
1,92,1,642,22,1,0,2,105,1
2,76,5,239,141,2,5,1,93,3
1,92,6,1000,169,2,1,2,11,4
1,12,7,348,30,1,3,1,64,9
1,89,10,803,27,1,4,2,39,9
2,88,1,387,140,2,5,2,95,7
1,44,9,521,48,1,0,2,10,4
1,59,2,80,22,1,0,1,80,0
1,25,4,699,55,1,2,1,44,1
2,69,10,682,44,2,4,2,44,7
2,31,9,606,46,2,5,2,77,8
1,44,2,674,32,1,5,2,20,8
2,12,2,996,72,2,5,2,99,0
1,70,1,659,135,1,2,2,4,0
2,55,6,9,49,2,3,2,33,10
2,57,7,133,181,1,1,2,104,1
1,21,0,805,122,1,1,2,44,5
1,48,8,178,70,1,1,1,69,9
1,66,0,778,128,2,1,1,94,8
2,50,9,467,169,2,4,1,73,3
1,45,8,355,96,2,1,1,62,2
2,26,5,33,18,1,1,1,49,3
2,5,8,291,200,2,0,2,102,4
1,7,8,454,99,1,2,2,64,7
2,89,7,458,133,2,2,1,71,6
2,69,1,621,150,1,5,2,85,4
1,51,1,569,186,2,3,1,71,8
2,50,5,555,185,2,4,2,39,7
1,72,1,112,168,1,3,2,97,7
1,3,2,346,128,1,3,2,9,0
1,91,5,392,126,2,5,1,29,7
1,8,0,261,191,1,3,1,99,9
2,70,9,716,117,1,4,2,49,7
1,1,8,744,181,2,4,2,86,4
2,87,10,29,105,2,4,2,98,9
2,4,3,4,79,1,0,2,83,9
2,74,6,585,117,1,2,1,9,4
1,85,5,739,39,1,3,2,66,8
1,18,10,773,35,1,1,2,66,9
1,32,0,469,140,2,0,2,66,2
1,94,10,42,73,2,3,1,94,1
2,89,4,572,148,2,5,2,31,1
1,15,1,658,93,2,0,2,33,9
2,11,0,685,49,1,5,2,80,6
1,48,1,124,56,1,3,2,39,6
2,53,9,508,162,2,0,2,1,9
2,48,2,730,143,1,2,2,34,0
1,25,3,190,26,1,4,2,16,7
2,74,9,495,116,2,5,2,58,2
2,39,6,327,80,2,5,2,52,7
2,91,4,308,100,1,1,2,6,1
1,9,8,749,42,1,4,1,49,4
2,31,9,832,112,2,5,1,28,0
1,5,3,243,20,2,4,1,63,4
2,22,0,181,192,2,3,1,47,3
1,95,9,366,176,2,5,1,79,10
1,99,1,384,0,1,1,1,27,7
1,78,0,252,5,2,2,1,61,7
1,18,3,883,25,1,2,2,99,5
1,14,0,743,130,1,0,2,57,7
2,34,4,869,74,2,2,1,31,5
1,36,8,632,170,2,0,2,58,4
1,41,1,411,198,1,1,2,77,3
2,44,0,752,173,1,5,2,20,4
1,63,10,617,97,2,4,1,45,1
1,12,9,15,99,2,0,2,36,0
1,3,1,427,39,1,1,1,10,0
2,10,4,178,95,1,5,1,71,6
1,82,10,820,124,1,4,2,103,7
1,20,5,436,77,1,4,2,5,7
1,30,8,125,116,2,0,1,7,6
1,31,7,835,108,1,1,2,0,3
2,100,3,732,168,1,0,1,45,9
2,24,7,934,141,2,4,2,91,6
2,38,5,770,144,1,0,1,15,8
1,78,6,524,93,2,2,2,44,2
1,55,8,174,106,1,4,2,61,10
1,53,3,841,24,1,1,1,62,6
2,92,8,561,195,2,0,1,53,2
2,61,6,572,199,2,3,2,69,10
1,8,8,130,49,1,2,2,94,0
2,4,2,310,145,2,2,2,12,10
1,79,2,983,130,2,4,2,49,6
1,15,4,338,71,2,0,2,19,5
2,21,4,217,99,2,0,1,65,0
2,48,7,868,16,1,2,2,99,8
2,5,1,683,19,2,3,1,7,0
2,85,2,791,56,1,0,2,63,5
2,60,3,678,57,2,1,2,79,6
1,15,10,562,143,2,5,1,37,4
1,34,1,523,83,1,3,2,34,1
1,70,3,74,68,1,2,1,46,6
2,35,8,584,51,1,1,2,63,7
1,58,4,483,104,1,3,1,3,10
2,73,7,552,41,1,4,1,65,10
1,80,5,189,174,2,1,2,92,9
1,30,1,762,4,1,5,1,58,2
2,65,4,922,62,2,3,1,60,2
2,2,10,320,78,2,1,1,26,1
1,59,0,956,143,1,2,2,1,0
2,80,2,369,118,2,1,1,51,10
2,13,0,754,184,2,3,2,98,3
1,100,4,325,13,1,0,1,21,5
1,95,5,68,90,2,1,1,103,7
1,71,5,412,195,2,1,2,10,4
1,39,10,896,89,2,1,1,15,0
1,16,7,992,88,1,3,2,60,2
1,73,3,45,69,2,3,2,24,5
2,17,6,185,189,1,5,1,60,9
1,35,9,377,171,2,2,2,62,1
1,25,8,741,104,1,5,1,7,5
1,47,4,383,36,1,1,2,59,0
1,65,6,537,143,1,4,2,100,7
1,46,10,151,48,2,4,2,32,2
1,39,4,263,159,2,3,2,25,1
1,39,10,459,117,2,0,1,78,3
1,26,1,665,19,2,4,2,19,4
1,15,7,897,161,2,5,1,96,10
2,93,3,966,96,2,1,2,32,6
2,15,2,182,132,2,5,2,93,9
1,9,4,597,66,2,2,2,87,9
1,62,8,81,106,2,5,2,98,1
2,97,6,450,94,1,2,1,58,4
1,48,7,3,23,2,1,1,87,10
2,27,3,372,74,1,1,1,53,3
1,74,10,421,74,1,3,1,75,2
1,2,1,597,103,1,2,2,29,8
1,97,7,258,173,1,1,2,17,7
1,56,10,120,198,2,5,1,64,3
1,8,5,886,14,1,4,2,35,0
2,17,8,742,112,2,1,1,4,3
1,78,8,771,12,1,0,2,71,9
1,48,3,752,20,2,2,1,80,1
1,64,4,3,65,1,2,1,20,4
1,55,9,525,179,2,4,2,47,1
1,33,5,846,129,2,2,1,14,6
2,33,9,327,135,1,0,1,54,3
1,47,7,988,120,2,5,2,96,2
2,28,0,446,18,2,2,1,82,9
1,11,10,851,142,1,1,1,82,6
2,42,1,438,154,2,1,2,8,5
1,41,8,483,147,1,2,2,100,6
2,83,1,862,55,1,1,1,101,7
2,59,10,296,53,2,0,2,8,5
1,28,0,174,160,2,4,2,29,9
1,68,4,279,131,1,4,2,80,0
2,75,8,201,102,1,2,2,48,4
1,11,2,636,42,2,4,2,12,9
1,97,4,816,58,2,5,2,11,9
2,6,7,968,197,2,5,1,97,8
1,30,0,593,78,1,2,1,27,8
1,60,10,30,86,2,4,2,55,0
2,19,3,200,120,2,4,2,11,9
1,12,5,686,66,1,1,2,97,0
2,64,1,859,56,2,4,2,29,3
2,94,4,683,162,1,2,1,46,0
2,75,7,59,158,2,5,2,76,0
1,68,6,25,64,2,5,1,25,8
2,24,6,941,191,1,0,2,60,4
2,0,6,226,14,1,1,2,7,0
2,26,7,281,26,1,1,1,7,3
1,95,9,752,167,1,2,2,87,4
1,57,10,27,162,2,4,2,66,10
2,69,2,495,77,1,0,1,87,8
2,95,0,966,12,2,2,2,42,6
2,86,2,140,149,1,3,2,46,8
1,70,10,946,176,2,3,2,51,7
1,39,8,918,110,2,1,1,9,3
1,23,10,1,65,1,5,1,59,9
1,23,0,383,197,2,0,2,33,4
2,33,6,74,40,1,2,2,86,5
2,60,1,545,100,2,4,2,32,1
1,10,4,182,109,2,2,1,33,9
2,26,3,893,146,1,3,2,45,3
2,43,1,373,174,2,4,2,4,5
1,97,5,61,81,1,3,2,19,2
1,61,8,863,139,2,5,1,4,9
1,98,7,320,8,2,2,2,73,3
2,8,6,783,23,2,3,2,67,6
1,15,8,907,198,2,4,2,105,3
2,77,5,157,12,1,3,2,68,9
2,16,4,423,166,1,3,2,11,5
2,53,10,464,134,2,1,1,78,4
1,29,1,615,135,1,3,1,105,7
2,52,3,697,1,2,1,2,29,5
2,50,8,665,63,1,5,2,65,3
2,55,3,81,1,2,2,1,18,7
2,62,7,512,103,1,5,2,72,6
2,6,6,277,16,2,1,2,56,5
1,19,9,620,22,2,2,2,64,6
2,66,0,545,97,1,4,2,33,7
2,50,1,502,200,1,0,2,77,9
1,14,1,691,88,2,3,2,49,7
1,52,10,634,83,1,5,2,86,8
2,80,10,75,100,1,0,1,21,5
1,15,9,736,29,2,2,2,17,4
1,61,3,337,117,2,2,2,70,2
2,84,10,698,130,2,5,2,69,1
2,52,2,550,129,2,5,1,16,3
1,95,5,464,52,2,3,2,48,9
1,46,0,782,118,1,4,1,104,2
1,4,6,209,108,1,3,1,15,1
2,88,10,244,180,1,4,1,45,2
1,60,3,711,142,2,2,1,95,6
1,40,1,258,37,1,2,1,23,6
2,49,4,125,148,2,1,1,31,9
2,10,8,163,158,2,5,2,72,4
2,46,1,235,1,2,2,1,53,7
2,77,0,474,84,2,5,2,3,10
2,35,9,922,64,1,0,1,67,5
2,83,2,632,121,1,1,1,52,9
1,46,9,62,116,1,0,2,6,9
1,96,2,999,80,1,5,1,72,2
2,83,7,827,3,1,2,1,41,7
1,64,7,485,150,1,5,2,92,10
1,42,0,531,34,1,0,1,47,2
2,14,3,222,47,1,5,1,26,0
2,89,8,544,80,2,5,2,97,8
2,75,9,564,6,2,5,2,76,1
1,19,6,440,136,2,5,1,22,2
2,51,10,943,19,1,4,2,11,4
2,11,9,713,157,2,2,2,65,9
2,82,2,287,31,2,2,2,72,7
2,57,3,797,65,1,4,2,69,1
2,9,3,909,173,2,3,2,84,0
2,10,8,130,131,2,5,1,31,2
2,73,3,91,61,2,2,1,103,0
2,34,0,86,96,1,1,2,65,3
2,60,2,140,126,1,3,2,78,4
2,49,0,211,161,2,5,2,76,3
1,11,6,808,88,1,4,2,93,7
1,87,4,238,23,1,0,2,96,7
1,98,0,661,59,1,1,2,104,3
2,68,5,79,102,1,2,1,9,8
2,74,5,342,158,1,2,2,9,10
2,73,8,798,103,1,1,2,64,2
1,22,0,594,94,1,4,1,7,0
1,43,5,773,97,2,0,1,28,10
2,99,3,290,169,1,5,1,78,10
1,59,6,576,110,2,0,1,34,4
1,67,1,614,88,2,5,1,96,3
1,57,5,920,4,2,2,1,49,10
1,76,6,582,127,1,1,2,22,4
2,54,0,102,53,1,1,2,20,8
2,86,8,299,108,1,0,2,95,2
1,26,7,627,7,2,4,1,29,9
1,15,3,842,158,2,2,2,1,1
2,51,8,149,199,2,1,1,51,0
1,40,7,293,33,2,4,1,16,9
2,12,2,912,69,2,5,2,11,2
2,99,8,73,93,1,4,2,78,1
2,87,2,136,189,2,0,2,64,9
2,65,10,400,177,1,2,2,99,0
1,51,6,182,19,1,2,2,73,10
1,57,2,578,193,1,4,2,11,7
2,77,9,213,160,2,4,2,86,7
1,66,0,338,0,2,5,2,11,9
2,16,6,516,91,2,3,2,21,10
2,90,9,488,196,2,3,2,0,9
2,71,5,286,193,2,1,2,104,1
2,96,8,868,83,2,4,1,60,1
1,42,4,394,159,2,3,1,104,5
2,47,2,830,113,1,3,2,33,10
1,31,9,384,142,1,4,2,83,8
2,75,7,146,42,1,4,2,88,1
1,82,1,907,5,2,2,2,14,5
2,46,5,821,76,1,3,2,93,3
2,98,4,269,198,1,5,2,15,8
1,15,3,636,31,2,0,2,98,9
1,68,2,283,89,1,5,2,80,2
1,2,10,963,75,2,1,2,51,9
1,53,10,622,181,2,3,2,79,3
2,9,8,197,22,2,0,2,8,7
1,68,4,850,8,2,0,1,57,10
2,31,4,37,23,1,3,2,98,6
1,7,5,839,177,1,5,2,72,3
1,85,4,502,101,1,2,2,33,3
1,85,0,409,138,1,0,1,54,5
1,69,0,107,48,1,1,2,92,0
2,12,5,816,178,1,1,1,42,7
2,43,1,261,109,1,4,2,26,8
2,79,6,751,54,1,3,2,61,3
1,53,9,347,20,1,1,2,42,4
2,33,5,894,45,1,5,1,7,1
2,97,8,956,196,2,1,2,59,9
1,7,5,868,83,1,5,2,66,2
2,48,4,588,29,2,0,1,87,4
1,15,3,563,25,1,5,2,41,8
2,19,4,844,194,2,5,1,61,1
1,18,10,607,50,1,1,2,64,8
1,23,8,253,92,1,1,1,92,6
2,80,2,708,90,2,4,2,2,10
1,31,5,355,25,1,5,1,97,4
2,20,5,874,60,1,3,2,1,3
1,20,9,780,152,2,0,2,73,3
1,57,9,738,66,1,0,2,82,9
1,77,4,522,33,1,0,1,57,9
2,24,1,590,179,2,0,2,92,6
2,0,1,365,155,1,1,1,105,8
2,75,0,21,85,2,1,2,79,2
2,92,6,556,200,1,3,2,41,10
2,23,1,184,200,2,2,1,36,0
1,63,0,798,15,2,5,2,39,6
2,61,2,858,137,2,4,2,37,9
1,41,5,553,171,1,2,1,65,1
2,63,10,405,48,2,5,2,82,10
1,1,2,591,63,1,5,1,45,0
2,4,2,130,39,1,3,2,78,9
1,89,2,538,159,2,2,1,23,7
1,46,5,944,120,1,5,1,56,3
1,67,6,740,124,2,5,1,45,4
2,85,3,919,25,2,2,1,72,0
2,4,8,698,162,1,5,2,41,0
2,18,8,45,155,2,2,2,13,0
1,29,10,163,97,2,3,2,63,8
2,71,5,665,20,1,3,1,79,0
2,27,1,962,127,2,5,2,98,2
2,73,5,816,172,2,2,2,20,1
1,46,8,663,89,1,3,2,68,3
1,54,4,573,129,2,4,1,39,10
1,19,3,572,151,1,2,1,49,2
2,30,10,101,172,1,1,2,64,2
1,57,1,538,79,1,3,1,24,8
1,6,5,251,139,2,3,2,27,6
1,50,8,506,178,1,1,1,98,4
1,57,5,490,149,2,0,1,69,8
1,64,7,298,47,1,4,2,97,4
2,91,8,160,80,2,3,1,71,5
1,47,6,245,141,2,1,1,44,0
2,80,2,875,105,2,5,1,23,6
1,40,6,102,79,1,1,2,93,1
1,43,8,879,114,1,2,1,10,0
1,26,4,68,171,2,3,1,79,1
2,47,7,34,127,2,1,1,89,3
2,21,4,750,186,2,5,1,34,4
2,23,7,186,24,2,5,1,81,0
1,30,6,820,146,2,2,2,71,8
2,31,4,312,14,2,2,2,29,2
2,24,1,535,83,2,3,1,69,2
1,56,7,147,162,1,5,1,97,3
2,55,10,600,134,1,5,1,71,2
1,93,4,448,19,2,2,1,27,1
1,31,6,345,123,2,3,2,55,8
2,29,3,445,163,1,2,1,74,9
1,71,9,155,101,2,3,2,66,8
1,99,3,327,103,1,2,2,10,10
2,48,8,983,79,1,5,1,60,7
2,21,6,17,30,2,0,2,83,10
2,100,2,145,99,1,3,2,92,7
2,73,8,159,156,1,5,2,56,2
2,96,8,828,40,2,4,2,27,5
1,82,1,696,130,1,4,1,27,3
1,78,2,854,68,2,2,1,71,8
2,1,4,543,17,2,1,2,80,6
1,42,6,729,181,2,3,1,69,9
1,69,8,556,64,2,5,2,18,8
2,10,5,436,11,2,4,1,70,8
1,83,5,256,20,2,3,1,20,5
1,96,2,436,92,2,4,1,75,6
1,48,3,433,78,1,4,1,104,10
1,37,4,385,106,2,1,1,81,2
1,58,3,174,187,2,2,2,73,5
2,91,0,150,190,1,1,2,32,6
2,46,6,150,115,2,1,1,54,4
1,4,8,825,32,2,4,1,43,10
2,70,5,970,27,2,1,2,28,10
2,52,3,142,64,1,5,2,73,6
1,8,7,963,8,2,1,2,42,9
1,4,5,660,183,1,4,2,85,2
1,83,8,760,177,2,5,2,75,9
1,13,2,543,22,1,2,1,77,4
2,48,2,204,25,2,1,1,62,3
1,74,4,635,197,1,4,2,63,0
1,16,5,810,96,2,4,2,43,2
1,30,8,694,79,1,2,1,53,6
1,33,8,157,152,1,1,1,16,4
2,75,6,819,38,2,3,1,52,9
1,55,8,140,14,1,4,2,8,7
1,65,4,329,195,2,1,2,80,5
1,96,1,286,61,1,0,1,35,4
2,32,7,561,183,2,2,1,28,2
1,38,3,958,5,1,0,1,80,0
1,66,3,120,3,1,2,2,14,1
